sco_cnty	area_name	area_type	cnty_unit	g_unit	page_number	row_number	occup_level	order_number	suborder_number	occupation	m_tot	m_10_13	m_14	m_15	m_16	m_17	m_18_19	m_20_24	m_25_44	m_45_64	m_65_69	m_70_up	m_age_ns	m_at_home	m_employer	m_employee	m_self	m_other	f_tot	f_10_13	f_14	f_15	f_16	f_17	f_18_19	f_20_24	f_25_44	f_45_64	f_65_69	f_70_up	f_age_ns	f_at_home	f_employer	f_employee	f_self	f_other	rec_num
AYR	TOTAL	County	10145960	10145960	380	151	3	9	1	115. Coal and Shale Mine - Other Workers below ground	3806	18	176	247	249	229	372	587	1248	588	72	20	0		1	3373	0	432																			2710
AYR	TOTAL	County	10145960	10145960	380	152	3	9	1	116. Coal and Shale Mine - Workers above ground	1268	17	105	75	56	44	69	127	448	267	32	28	0		3	1092	0	173	5	0	0	0	1	1	1	1	1	0	0	0	0		0	5	0	0	2711
AYR	TOTAL	County	10145960	10145960	380	153	3	9	1	117. Coke Burners	18	0	0	0	0	0	0	1	11	5	1	0	0		0	18	0	0																			2712
AYR	TOTAL	County	10145960	10145960	380	154	3	9	1	118. Patent Fuel Makers	7	0	1	3	0	0	0	0	3	0	0	0	0		0	6	0	1																			2713
AYR	TOTAL	County	10145960	10145960	380	155	3	9	1	"119. Ironstone - Miners, Quarriers"	915	0	17	14	19	29	62	126	391	234	16	7	0		0	837	0	78																			2714
AYR	TOTAL	County	10145960	10145960	380	156	3	9	1	120. Lead Miners	1	0	0	0	0	1	0	0	0	0	0	0	0		0	1	0	0																			2715
AYR	TOTAL	County	10145960	10145960	380	157	3	9	1	121. Miners in other Minerals	5	0	0	0	0	0	1	1	1	1	1	0	0		0	3	0	2																			2716
AYR	TOTAL	County	10145960	10145960	380	158	3	9	1	"122. Coal, Shale, and Metalliferous Mine - Owners, Agents, Managers"	157	0	0	0	0	0	0	2	75	69	7	4	0		22	100	7	28	1	0	0	0	0	0	0	0	1	0	0	0	0		0	1	0	0	2717
AYR	TOTAL	County	10145960	10145960	381	159	3	9	1	123. Other Mine Service	28	0	0	1	1	3	9	6	5	3	0	0	0		8	18	1	1																			2718
AYR	TOTAL	County	10145960	10145960	381	160	3	9	1	"124. Stone, Slate, &c., Mine or Quarry - Owners, Agents, Managers"	10	0	0	0	0	0	0	0	5	4	1	0	0		2	5	1	2																			2719
AYR	TOTAL	County	10145960	10145960	381	161	3	9	1	"125. Stone - Miners, Quarriers"	452	0	4	15	8	9	16	54	200	132	11	3	0		8	408	2	34																			2720
AYR	TOTAL	County	10145960	10145960	381	162	3	9	1	"126. Stone - Cutters, Dressers"	109	0	1	1	0	1	2	12	52	37	3	0	0		1	94	1	13	4	0	0	0	1	1	1	0	1	0	0	0	0		0	1	0	3	2721
AYR	TOTAL	County	10145960	10145960	381	163	3	9	1	"127. Slate - Miners, Quarriers, Workers"	18	0	1	0	0	0	0	1	11	5	0	0	0		0	14	0	4																			2722
AYR	TOTAL	County	10145960	10145960	381	164	3	9	1	128. Limeburners	13	0	0	0	0	0	1	1	8	1	0	2	0		2	5	0	6																			2723
AYR	TOTAL	County	10145960	10145960	381	165	3	9	1	"129. Clay, Sand, Gravel, Chalk - Pit, &c., Workers"	27	0	1	1	0	1	0	4	13	5	0	2	0		0	24	0	3																			2724
AYR	TOTAL	County	10145960	10145960	381	166	3	9	1	130. Other Workers in Products of Quarries	1	0	0	0	0	0	0	0	1	0	0	0	0		0	1	0	0																			2725
AYR	TOTAL	County	10145960	10145960	381	168	3	9	2	"131. Coal, Coke - Merchants, Dealers"	215	0	0	2	3	4	6	19	85	73	12	11	0	4	60	71	66	18	4	0	0	0	0	0	0	0	1	2	0	1	0	1	3	0	1	0	2726
AYR	TOTAL	County	10145960	10145960	381	169	3	9	2	"132. Dealers in Stone, Slate, &c."	6	0	0	0	0	0	0	0	2	3	1	0	0		5	1	0	0																			2727
AYR	TOTAL	County	10145960	10145960	381	172	3	10	1	133. Pig Iron Manufacture (Blast Furnaces)	836	1	14	18	23	23	48	112	390	182	13	12	0		3	641	0	192																			2728
AYR	TOTAL	County	10145960	10145960	381	173	3	10	1	134. Puddling Furnaces and Rolling Mills ; Tube Manufacture	314	0	6	5	10	5	17	31	163	64	6	7	0		2	296	0	16																			2729
AYR	TOTAL	County	10145960	10145960	381	174	3	10	1	"135. Steel - Manufacture, Smelting, Founding"	632	0	7	17	26	18	34	114	276	127	5	8	0		6	434	0	192																			2730
AYR	TOTAL	County	10145960	10145960	381	177	3	10	2	137. Manufacture of other or unspecified Metals	40	0	0	0	1	1	4	12	17	4	0	1	0		1	37	1	1																			2731
AYR	TOTAL	County	10145960	10145960	381	179	3	10	3	138. Patternmakers	198	0	2	1	9	9	24	43	67	41	1	1	0		0	175	0	23																			2732
AYR	TOTAL	County	10145960	10145960	381	180	3	10	3	139. Millwrights	23	0	0	0	1	2	4	2	7	5	1	1	0		3	18	0	2																			2733
AYR	TOTAL	County	10145960	10145960	381	181	3	10	3	140. Ironfounders	1377	1	29	43	64	36	109	219	565	285	17	9	0		24	1202	0	151	14	1	3	1	1	0	1	7	0	0	0	0	0		0	12	0	2	2734
AYR	TOTAL	County	10145960	10145960	381	182	3	10	3	141. Brassfounders	76	0	4	3	5	3	9	9	24	18	0	1	0		6	62	1	7																			2735
AYR	TOTAL	County	10145960	10145960	381	183	3	10	3	"142. Blacksmiths, Strikers"	1481	1	27	41	45	64	96	197	576	367	45	22	0		108	1195	66	112	1	0	0	0	0	0	0	0	0	0	0	1	0		1	0	0	0	2736
AYR	TOTAL	County	10145960	10145960	381	184	3	10	3	"143. Erectors, Fitters, Turners"	1322	0	16	47	67	81	178	239	436	226	19	13	0		3	1170	2	147	4	0	0	0	0	0	0	2	2	0	0	0	0		0	0	0	4	2737
AYR	TOTAL	County	10145960	10145960	381	185	3	10	3	144. Brass Finishers	195	0	5	11	15	10	11	33	81	26	3	0	0		1	174	0	20																			2738
AYR	TOTAL	County	10145960	10145960	381	186	3	10	3	145. Coppersmiths	22	0	0	0	2	0	3	3	6	7	1	0	0		1	19	0	2																			2739
AYR	TOTAL	County	10145960	10145960	381	187	3	10	3	146. Metal Machinists	189	0	1	1	2	6	5	14	71	81	5	3	0		0	174	0	15	3	0	0	0	0	0	1	0	1	1	0	0	0		1	2	0	0	2740
AYR	TOTAL	County	10145960	10145960	381	188	3	10	3	147. Labourers in Engineering Works	305	0	2	5	4	6	14	32	124	100	11	7	0		0	262	0	43																			2741
AYR	TOTAL	County	10145960	10145960	381	189	3	10	3	148. Boiler Makers	273	0	6	1	8	12	16	38	126	53	7	6	0		5	245	0	23	1	0	0	0	0	0	0	0	1	0	0	0	0		0	0	0	1	2742
AYR	TOTAL	County	10145960	10145960	381	190	3	10	3	149. Other or undefined Workers in Engine and Machine Making	1036	0	11	35	29	53	97	197	358	223	22	11	0		46	844	15	131	24	0	3	1	2	2	1	6	5	4	0	0	0		0	20	0	4	2743
AYR	TOTAL	County	10145960	10145960	381	192	3	10	4	150. Electrical Cable Manufacture	2	0	0	0	0	0	0	0	1	1	0	0	0		0	2	0	0																			2744
AYR	TOTAL	County	10145960	10145960	381	193	3	10	4	151. Electric Lamp Manufacture	1	0	0	0	0	0	0	0	1	0	0	0	0		0	1	0	0																			2745
AYR	TOTAL	County	10145960	10145960	381	194	3	10	4	152. Other Electrical Apparatus Makers ; Electric Fitters ; Electricians (undefined)	218	0	5	1	8	7	14	42	123	16	2	0	0		5	192	0	21																			2746
AYR	TOTAL	County	10145960	10145960	381	196	3	10	5	153. Tool Makers	26	0	0	1	0	0	1	3	12	5	2	2	0		1	19	2	4																			2747
AYR	TOTAL	County	10145960	10145960	381	197	3	10	5	154. File Makers	1	0	0	0	0	0	0	0	0	1	0	0	0		1	0	0	0																			2748
AYR	TOTAL	County	10145960	10145960	381	198	3	10	5	155. Saw Makers	3	0	0	0	0	0	0	2	1	0	0	0	0		0	3	0	0																			2749
AYR	TOTAL	County	10145960	10145960	381	199	3	10	5	156. Cutlers ; Scissors Makers	7	0	0	0	0	0	2	0	1	3	0	1	0	1	0	1	5	1																			2750
AYR	TOTAL	County	10145960	10145960	381	203	3	10	6	"159. Roller Engravers, Block Cutters (for Textile, &c., Printing)"	21	0	1	0	1	0	1	1	11	3	1	2	0		1	17	0	3																			2751
AYR	TOTAL	County	10145960	10145960	381	204	3	10	6	"160. Type - Cutters, Founders"	15	0	0	0	1	0	1	2	5	4	1	1	0		0	14	0	1																			2752
AYR	TOTAL	County	10145960	10145960	381	207	3	10	7	"162. Gunsmiths, Gun Manufacturers"	8	0	0	0	0	1	1	1	3	2	0	0	0	1	2	4	1	1																			2753
AYR	TOTAL	County	10145960	10145960	381	211	3	10	8	"165. Bolt, Nut, Rivet, Screw, Staple - Makers"	6	0	0	0	0	0	0	0	4	2	0	0	0		0	5	0	1																			2754
AYR	TOTAL	County	10145960	10145960	381	212	3	10	8	"166. Anchor, Chain - Manufacture"	1	0	0	0	0	0	0	0	0	0	0	1	0		0	1	0	0																			2755
AYR	TOTAL	County	10145960	10145960	381	213	3	10	8	"167. Stove, Grate, Range, Fire Iron - Makers"	1	0	0	0	0	0	0	0	1	0	0	0	0		0	1	0	0																			2756
AYR	TOTAL	County	10145960	10145960	381	214	3	10	8	"168. Wire - Drawers, Makers, Workers, Weavers"	25	0	0	0	0	0	0	2	11	11	1	0	0		4	18	2	1																			2757
AYR	TOTAL	County	10145960	10145960	381	215	3	10	8	"169. White Metal, Plated - Ware Manufacturers ; Pewterers"	1	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0																			2758
AYR	TOTAL	County	10145960	10145960	381	216	3	10	8	170. Tinplate Goods Makers	79	0	0	1	2	3	8	6	33	23	1	2	0	1	5	56	5	13																			2759
AYR	TOTAL	County	10145960	10145960	381	217	3	10	8	171. Copper Workers	2	0	0	0	0	0	0	0	1	1	0	0	0		0	2	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0		0	1	0	0	2760
AYR	TOTAL	County	10145960	10145960	382	218	3	10	8	172. Leaden Goods Makers	1	0	0	0	0	0	0	0	0	1	0	0	0		0	1	0	0																			2761
AYR	TOTAL	County	10145960	10145960	382	219	3	10	8	173. Zinc Workers	10	0	0	0	0	0	0	2	6	2	0	0	0		0	10	0	0																			2762
AYR	TOTAL	County	10145960	10145960	382	220	3	10	8	"174. Brass, Bronze - Workers"	12	0	0	3	0	1	0	2	2	3	0	1	0		1	10	0	1																			2763
AYR	TOTAL	County	10145960	10145960	382	221	3	10	8	175. Other Iron Goods Makers ; Iron Workers (undefined)	107	0	0	5	3	4	8	10	39	32	5	1	0		1	86	1	19																			2764
AYR	TOTAL	County	10145960	10145960	382	222	3	10	8	176. Other Metal Workers	8	0	0	0	1	0	0	2	2	2	1	0	0		0	6	1	1	3	0	0	2	0	0	1	0	0	0	0	0	0		0	2	0	1	2765
AYR	TOTAL	County	10145960	10145960	382	224	3	10	9	"177. Ship - Platers, Rivetters, &c."	333	0	2	7	16	12	25	69	147	53	1	1	0		1	294	0	38																			2766
AYR	TOTAL	County	10145960	10145960	382	225	3	10	9	178. Ship - Other Workers in Iron	75	0	1	1	5	1	5	17	31	14	0	0	0		0	58	0	17	2	0	0	0	0	0	2	0	0	0	0	0	0		0	2	0	0	2767
AYR	TOTAL	County	10145960	10145960	382	226	3	10	9	179. Shipwrights	300	0	1	8	5	15	24	37	94	87	14	15	0		3	267	1	29	1	0	0	0	0	0	0	1	0	0	0	0	0		0	1	0	0	2768
AYR	TOTAL	County	10145960	10145960	382	227	3	10	9	180. Ship - Other Workers in Wood	34	0	0	1	0	3	2	7	12	7	1	1	0		1	31	0	2																			2769
AYR	TOTAL	County	10145960	10145960	382	228	3	10	9	181. Ship Painters ; Shipyard Labourers (undefined) ; Others in Ship and Boat Building	409	0	2	7	15	15	38	57	185	85	3	2	0		13	336	2	58	3	0	0	0	1	0	0	1	1	0	0	0	0		0	2	0	1	2770
AYR	TOTAL	County	10145960	10145960	382	230	3	10	10	"182. Railway - Coach, Wagon Makers"	245	0	0	2	3	3	8	18	91	94	16	10	0		0	219	1	25	1	0	0	0	0	0	0	0	1	0	0	0	0		0	1	0	0	2771
AYR	TOTAL	County	10145960	10145960	382	231	3	10	10	183. Cycle Makers	34	0	4	3	1	0	3	7	12	4	0	0	0	2	2	24	6	2	3	0	0	0	0	0	0	1	2	0	0	0	0		1	2	0	0	2772
AYR	TOTAL	County	10145960	10145960	382	232	3	10	10	184. Motor Car Makers	48	0	0	3	1	1	4	12	25	2	0	0	0		6	36	4	2																			2773
AYR	TOTAL	County	10145960	10145960	382	233	3	10	10	"185. Coach, Carriage - Makers"	155	0	2	6	3	8	18	21	50	39	4	4	0		16	115	6	18	1	0	0	0	0	0	0	1	0	0	0	0	0		0	1	0	0	2774
AYR	TOTAL	County	10145960	10145960	382	234	3	10	10	186. Wheelwrights	3	0	0	0	0	0	0	0	2	1	0	0	0		0	3	0	0																			2775
AYR	TOTAL	County	10145960	10145960	382	235	3	10	10	187. Others in Construction of Vehicles	57	0	1	2	1	4	2	11	17	15	0	4	0	1	6	43	6	2																			2776
AYR	TOTAL	County	10145960	10145960	382	237	3	10	11	"188. Ironmongers ; Hardware - Dealers, Merchants"	241	0	4	7	14	17	16	39	91	47	3	3	0	1	62	126	28	25	54	0	1	2	4	1	4	11	20	10	0	1	0	2	2	34	14	4	2777
AYR	TOTAL	County	10145960	10145960	382	238	3	10	11	"189. Other Dealers in Metals, Machines, &c."	38	0	0	1	2	1	0	3	17	14	0	0	0		9	17	11	1	15	0	0	0	3	0	3	5	3	1	0	0	0		0	12	1	2	2778
AYR	TOTAL	County	10145960	10145960	382	241	3	11	1	"190. Goldsmiths, Silversmiths, Jewellers"	21	0	0	1	0	1	1	0	10	7	1	0	0		10	5	3	3	8	0	0	1	0	0	1	4	2	0	0	0	0		0	6	0	2	2779
AYR	TOTAL	County	10145960	10145960	382	242	3	11	1	191. Lapidaries and other Workers																			3	0	0	0	1	1	0	0	1	0	0	0	0		0	3	0	0	2780
AYR	TOTAL	County	10145960	10145960	382	244	3	11	2	"192. Watchmakers, Clockmakers"	112	0	2	2	2	4	5	17	50	29	0	1	0	11	21	51	33	7	3	0	0	0	0	0	1	2	0	0	0	0	0		0	1	0	2	2781
AYR	TOTAL	County	10145960	10145960	382	245	3	11	2	193. Scientific Instrument Makers ; Opticians ; Photographic Apparatus Makers	7	0	0	0	0	0	1	2	3	1	0	0	0		2	4	1	0	1	0	0	0	0	0	0	0	1	0	0	0	0		0	1	0	0	2782
AYR	TOTAL	County	10145960	10145960	382	246	3	11	2	194. Weighing and Measuring Apparatus Makers	30	0	0	0	3	2	3	4	9	6	3	0	0		0	28	0	2	1	0	0	0	0	0	0	1	0	0	0	0	0		0	1	0	0	2783
AYR	TOTAL	County	10145960	10145960	382	247	3	11	2	195. Surgical and Dental Instrument and Apparatus Makers	6	0	0	0	0	0	0	2	2	2	0	0	0	2	2	2	2	0																			2784
AYR	TOTAL	County	10145960	10145960	382	249	3	11	3	"196. Piano, Organ - Makers"	29	0	1	0	0	0	1	7	17	2	1	0	0		4	18	7	0	1	0	0	0	0	0	0	0	0	1	0	0	0		0	0	1	0	2785
AYR	TOTAL	County	10145960	10145960	382	250	3	11	3	197. Other Musical Instrument Makers	2	0	0	0	0	0	0	0	1	1	0	0	0		0	1	1	0																			2786
AYR	TOTAL	County	10145960	10145960	382	252	3	11	4	"198. Fishing Tackle, Toy, Game Apparatus - Makers"	24	0	0	0	1	1	6	2	11	2	0	1	0		3	15	3	3	2	0	0	0	0	0	0	0	0	2	0	0	0		0	2	0	0	2787
AYR	TOTAL	County	10145960	10145960	383	254	3	11	5	"199. Dealers in Precious Metals, Jewellery, and Watches"	26	0	0	0	1	1	0	4	8	12	0	0	0	1	11	6	6	3	22	0	0	0	3	1	4	9	4	0	1	0	0		0	18	0	4	2788
AYR	TOTAL	County	10145960	10145960	383	255	3	11	5	"200. Dealers in Instruments, Toys, &c."	2	0	0	0	0	0	0	0	2	0	0	0	0	1	0	0	2	0	4	0	0	0	0	0	0	1	1	2	0	0	0		0	2	2	0	2789
AYR	TOTAL	County	10145960	10145960	383	258	3	12	1	"201. Architectural, Monumental - Carvers, Sculptors, Masons"	25	0	0	0	0	0	1	5	10	7	1	1	0		5	16	3	1																			2790
AYR	TOTAL	County	10145960	10145960	383	259	3	12	1	202. Builders	165	0	2	0	0	1	2	5	70	72	9	4	0		102	44	13	6																			2791
AYR	TOTAL	County	10145960	10145960	383	260	3	12	1	203. Builders' Labourers	114	0	0	1	1	2	1	10	56	38	2	3	0		0	87	0	27																			2792
AYR	TOTAL	County	10145960	10145960	383	261	3	12	1	"204. Carpenters, Joiners"	1866	0	14	41	55	49	113	293	752	464	49	36	0	31	191	1458	85	132	2	0	0	0	0	0	1	0	0	1	0	0	0		0	2	0	0	2793
AYR	TOTAL	County	10145960	10145960	383	262	3	12	1	"205. Carpenters', Joiners' - Labourers"	10	0	1	0	0	0	0	2	3	3	1	0	0		0	7	0	3																			2794
AYR	TOTAL	County	10145960	10145960	383	263	3	12	1	206. Bricklayers	245	0	0	0	6	4	15	46	137	35	2	0	0		2	220	1	22																			2795
AYR	TOTAL	County	10145960	10145960	383	264	3	12	1	207. Bricklayers' Labourers	110	1	2	2	5	3	7	12	44	33	1	0	0		0	90	0	20																			2796
AYR	TOTAL	County	10145960	10145960	383	265	3	12	1	208. Masons	800	0	1	3	9	4	15	78	375	280	26	9	0		42	692	23	43																			2797
AYR	TOTAL	County	10145960	10145960	383	266	3	12	1	209. Masons' Labourers	280	0	1	1	4	3	5	12	109	126	13	6	0		0	222	1	57																			2798
AYR	TOTAL	County	10145960	10145960	383	267	3	12	1	"210. Slaters, Tilers"	325	0	1	6	5	10	15	49	142	90	4	3	0		38	245	17	25	2	0	0	0	0	0	1	0	1	0	0	0	0		0	2	0	0	2799
AYR	TOTAL	County	10145960	10145960	383	268	3	12	1	211. Plasterers	216	0	0	3	4	6	6	31	93	63	6	4	0		27	169	6	14	1	0	0	0	0	0	0	0	1	0	0	0	0		0	0	0	1	2800
AYR	TOTAL	County	10145960	10145960	383	269	3	12	1	212. Plasterers' Labourers	29	0	0	0	0	0	0	0	15	13	0	1	0		0	23	0	6																			2801
AYR	TOTAL	County	10145960	10145960	383	270	3	12	1	"213. Painters, Paperhangers, Decorators"	819	1	13	28	35	40	61	147	327	143	12	12	0	4	97	639	20	63	2	0	0	0	0	1	0	0	1	0	0	0	0		1	1	0	0	2802
AYR	TOTAL	County	10145960	10145960	383	271	3	12	1	214. Glaziers	17	0	0	0	1	2	1	1	8	2	2	0	0		1	16	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0		0	1	0	0	2803
AYR	TOTAL	County	10145960	10145960	383	272	3	12	1	"215. Plumbers, Gasfitters"	618	1	11	19	27	34	40	111	264	100	9	2	0	3	97	463	17	41	3	0	0	0	0	0	0	2	1	0	0	0	0		0	3	0	0	2804
AYR	TOTAL	County	10145960	10145960	383	273	3	12	1	"216. Locksmiths, Bellhangers"	5	0	0	0	0	0	0	0	3	1	1	0	0		1	2	2	0																			2805
AYR	TOTAL	County	10145960	10145960	383	275	3	12	2	"217. Railway, Canal, Harbour, &c. - Contractors"	14	0	0	0	0	0	0	0	5	9	0	0	0		5	5	4	0	1	0	0	0	0	0	0	0	0	0	0	1	0		1	0	0	0	2806
AYR	TOTAL	County	10145960	10145960	383	276	3	12	2	"218. Navvies ; Railway, &c., Contractors' Labourers"	37	0	0	0	0	1	0	3	21	12	0	0	0		0	35	0	2																			2807
AYR	TOTAL	County	10145960	10145960	383	277	3	12	2	"219. Well, Mine - Sinkers, Borers"	90	0	0	0	0	0	2	13	56	18	1	0	0		4	78	0	8																			2808
AYR	TOTAL	County	10145960	10145960	383	278	3	12	2	"220. Road - Contractors, Surveyors, Inspectors"	4	0	0	0	0	0	0	0	2	2	0	0	0		2	1	0	1																			2809
AYR	TOTAL	County	10145960	10145960	383	279	3	12	2	221. Paviours ; Road Labourers	388	0	0	1	2	2	5	27	151	151	18	31	0		4	323	3	58	1	0	0	0	0	0	0	0	0	1	0	0	0		0	0	0	1	2810
AYR	TOTAL	County	10145960	10145960	383	282	3	13	1	222. Cabinet Makers	536	0	11	11	19	15	36	69	218	136	10	11	0	3	47	458	10	21	18	0	0	0	1	3	1	6	4	3	0	0	0		1	17	0	0	2811
AYR	TOTAL	County	10145960	10145960	383	283	3	13	1	223. French Polishers	79	0	0	3	5	3	7	21	36	4	0	0	0		0	79	0	0	194	1	16	9	12	17	26	51	47	13	1	1	0		0	188	1	5	2812
AYR	TOTAL	County	10145960	10145960	383	284	3	13	1	224. Upholsterers	123	0	4	8	6	5	11	13	48	27	0	1	0	2	10	95	8	10	31	0	0	1	0	0	2	11	6	7	4	0	0	2	0	27	1	3	2813
AYR	TOTAL	County	10145960	10145960	383	285	3	13	1	225. House and Shop Fittings Makers	5	0	0	0	0	0	1	0	4	0	0	0	0		1	4	0	0																			2814
AYR	TOTAL	County	10145960	10145960	383	286	3	13	1	226. Undertakers ; Funeral Furniture Makers	7	0	0	0	0	0	0	2	1	4	0	0	0	1	1	2	3	1	1	0	0	0	0	0	0	0	1	0	0	0	0		0	1	0	0	2815
AYR	TOTAL	County	10145960	10145960	383	287	3	13	1	227. Wood Carvers ; Carvers and Gilders	79	0	1	2	1	3	4	7	37	23	0	1	0		4	66	8	1																			2816
AYR	TOTAL	County	10145960	10145960	383	288	3	13	1	"228. Willow, Cane, Rush - Workers ; Basket Makers"	13	0	0	1	1	0	0	3	4	3	1	0	0	5	0	4	7	2	1	0	0	0	0	0	0	0	0	1	0	0	0		0	0	0	1	2817
AYR	TOTAL	County	10145960	10145960	383	289	3	13	1	229. Dealers in Works of Art	5	0	0	0	0	0	0	0	1	4	0	0	0	1	3	0	2	0	1	0	0	0	0	0	1	0	0	0	0	0	0		0	1	0	0	2818
AYR	TOTAL	County	10145960	10145960	383	290	3	13	1	"230. Furniture, &c., Dealers"	26	0	1	1	0	0	1	2	12	8	0	1	0		6	16	4	0	20	0	0	0	2	0	2	4	7	5	0	0	0	1	0	9	8	3	2819
AYR	TOTAL	County	10145960	10145960	383	292	3	13	2	231. Sawyers ; Wood Cutting Machinists	299	0	4	3	8	9	17	25	124	97	5	7	0	1	4	272	3	20	4	0	0	1	0	0	0	0	1	2	0	0	0		0	4	0	0	2820
AYR	TOTAL	County	10145960	10145960	383	293	3	13	2	"232. Lath, Wooden Fence, Hurdle - Makers"	31	0	0	0	0	2	4	3	8	13	0	1	0		3	25	0	3																			2821
AYR	TOTAL	County	10145960	10145960	383	294	3	13	2	233. Wood Turners	48	0	0	0	0	1	2	3	24	16	1	1	0	1	0	43	1	4																			2822
AYR	TOTAL	County	10145960	10145960	383	295	3	13	2	"234. Wooden Box, Packing Case - Makers"	39	0	4	1	4	3	6	0	7	11	2	1	0		1	36	0	2	13	0	1	2	1	0	1	0	6	0	2	0	0		0	13	0	0	2823
AYR	TOTAL	County	10145960	10145960	383	296	3	13	2	"235. Coopers ; Hoop - Makers, Benders"	66	0	0	0	2	3	1	7	27	20	5	1	0		0	47	10	9	2	0	0	1	0	0	0	0	1	0	0	0	0		0	2	0	0	2824
AYR	TOTAL	County	10145960	10145960	383	297	3	13	2	"236. Cork, Bark - Cutters, Workers"	9	0	0	0	0	0	0	0	1	8	0	0	0		3	1	0	5	1	0	0	0	0	0	1	0	0	0	0	0	0		0	1	0	0	2825
AYR	TOTAL	County	10145960	10145960	383	298	3	13	2	237. Other Workers in Wood	40	0	0	1	0	0	2	5	19	6	4	3	0	3	3	32	2	3	3	0	0	0	0	1	0	1	0	1	0	0	0		0	1	0	2	2826
AYR	TOTAL	County	10145960	10145960	383	299	3	13	2	"238. Timber, Wood, Cork, Bark - Merchants, Dealers"	57	0	2	0	1	0	0	6	18	23	6	1	0	5	31	14	8	4	1	0	0	0	0	0	0	0	1	0	0	0	0		0	0	0	1	2827
AYR	TOTAL	County	10145960	10145960	383	302	3	14	1	"239. Brick, Plain Tile, Terra-Cotta - Makers"	508	4	31	33	28	21	40	76	175	81	13	6	0		6	457	0	45	26	0	0	0	4	3	8	4	6	1	0	0	0		0	22	0	4	2828
AYR	TOTAL	County	10145960	10145960	383	303	3	14	1	"240. Plaster, Cement - Manufacture"	4	0	0	0	0	0	0	0	1	3	0	0	0		0	3	0	1																			2829
AYR	TOTAL	County	10145960	10145960	383	304	3	14	1	"241. Earthenware, China, Porcelain - Manufacture"	374	2	12	18	24	13	36	65	146	52	3	3	0		5	336	0	33	11	0	0	0	1	1	1	4	4	0	0	0	0		0	10	0	1	2830
AYR	TOTAL	County	10145960	10145960	383	305	3	14	1	"242. Sheet, Plate - Glass Manufacture"	1	0	0	0	0	0	0	1	0	0	0	0	0		0	1	0	0																			2831
AYR	TOTAL	County	10145960	10145960	383	306	3	14	1	243. Glass Bottle Manufacture	2	0	0	0	0	0	1	0	0	0	0	1	0		0	0	0	2																			2832
AYR	TOTAL	County	10145960	10145960	383	307	3	14	1	244. Other Workers in Glass Manufacture	2	0	0	0	0	0	0	0	0	0	2	0	0		0	1	0	1																			2833
AYR	TOTAL	County	10145960	10145960	383	308	3	14	1	"245. Brick, Cement - Dealers"	3	0	0	0	0	0	0	0	1	1	0	1	0		0	2	0	1																			2834
AYR	TOTAL	County	10145960	10145960	383	309	3	14	1	"246. Earthenware, China, Glass - Dealers"	31	0	0	0	0	1	0	2	16	10	1	1	0	1	9	8	14	0	41	0	1	1	2	0	3	4	17	12	0	1	0		4	18	13	6	2835
AYR	TOTAL	County	10145960	10145960	384	312	3	15	1	"247. Dye, Paint, Ink, Blacking - Manufacture"	11	0	0	0	0	0	0	1	7	3	0	0	0		4	7	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0		0	1	0	0	2836
AYR	TOTAL	County	10145960	10145960	384	314	3	15	2	"248. Gunpowder, Guncotton, Explosive Substance - Manufacture"	951	0	7	10	10	6	40	176	512	160	16	14	0		0	873	0	78	509	0	5	9	55	62	131	173	72	2	0	0	0		0	452	0	57	2837
AYR	TOTAL	County	10145960	10145960	384	315	3	15	2	"249. Cartridge, Fireworks, Explosive Article - Manufacture"	75	0	0	1	0	0	4	14	46	9	0	1	0		0	73	0	2	111	0	2	2	8	14	26	41	18	0	0	0	0		0	107	0	4	2838
AYR	TOTAL	County	10145960	10145960	384	316	3	15	2	250. Lucifer Match Manufacture	1	0	0	0	0	0	0	0	0	1	0	0	0		0	1	0	0																			2839
AYR	TOTAL	County	10145960	10145960	384	319	3	15	3	252. Manufacturing Chemists	399	0	0	3	1	6	12	36	199	129	10	3	0		14	360	3	22	12	0	0	0	1	1	4	4	1	1	0	0	0		0	10	0	2	2840
AYR	TOTAL	County	10145960	10145960	384	320	3	15	3	253. Alkali Manufacture	1	0	0	0	0	0	0	0	0	1	0	0	0		0	1	0	0																			2841
AYR	TOTAL	County	10145960	10145960	384	321	3	15	3	"254. Chemists, Druggists"	160	0	3	10	6	7	13	22	75	22	0	2	0		32	96	10	22	55	0	0	3	1	4	7	19	17	3	1	0	0	5	1	42	5	7	2842
AYR	TOTAL	County	10145960	10145960	384	323	3	15	4	255. Mineral Oil Workers	1	0	0	0	0	0	0	0	0	1	0	0	0		0	1	0	0																			2843
AYR	TOTAL	County	10145960	10145960	384	324	3	15	4	256. Other Oil Workers ; Oil Cake Makers	7	0	0	0	0	0	0	1	3	3	0	0	0		4	2	1	0																			2844
AYR	TOTAL	County	10145960	10145960	384	325	3	15	4	"257. Candle, Grease - Manufacture"	3	0	0	0	0	0	1	0	0	2	0	0	0		0	3	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0		0	1	0	0	2845
